opp_id,account_id,deal_name,stage,amount,close_date,probability,next_step
OPP-00758,SF-00384,Transition Innovative Systems,Negotiation,406793.08,2026-03-28,75,Consumer can tell western these.
OPP-00759,SF-00384,Incubate Cross-Platform Initiatives,Qualification,292674.84,2026-03-28,25,Blood think as.
OPP-00760,SF-00385,Grow Innovative Portals,Negotiation,19580.84,2026-03-28,75,Involve share however commercial.
OPP-00761,SF-00385,Maximize Dynamic Portals,Qualification,308011.53,2026-03-28,25,Listen half dream for gas peace many.
OPP-00762,SF-00385,Whiteboard User-Centric Action-Items,Closed Won,450414.75,2026-03-28,100,
OPP-00763,SF-00386,Maximize Ubiquitous Web Services,Closed Won,234639.3,2026-03-28,100,
OPP-00764,SF-00386,Whiteboard B2C Eyeballs,Proposal,472946.45,2026-03-28,50,Financial ten return win debate.
OPP-00765,SF-00386,Cultivate Cutting-Edge Info-Mediaries,Closed Won,484234.95,2026-03-28,100,
OPP-00766,SF-00387,Implement B2B Models,Proposal,57704.12,2026-03-28,50,Section necessary as kid really.
OPP-00767,SF-00387,Envisioneer Holistic Relationships,Negotiation,236833.86,2026-03-28,75,Local summer six turn light professional.
OPP-00768,SF-00388,Disintermediate Turn-Key Paradigms,Qualification,136245.74,2026-03-28,25,Power score play cell.
OPP-00769,SF-00388,Repurpose Customized Metrics,Closed Won,476726.69,2026-03-28,100,
OPP-00770,SF-00389,Harness Front-End Solutions,Closed Lost,145496.34,2026-03-28,0,
OPP-00771,SF-00390,Synergize Holistic E-Commerce,Negotiation,450162.5,2026-03-28,75,Quite occur mind.
OPP-00772,SF-00391,Revolutionize Enterprise Action-Items,Closed Won,155574.65,2026-03-28,100,
OPP-00773,SF-00391,Incubate Frictionless Vortals,Prospecting,264973.48,2026-03-28,10,Position society along go determine.
OPP-00774,SF-00392,Morph B2B Communities,Proposal,265161.68,2026-03-28,50,Education teacher price tax.
OPP-00775,SF-00393,Exploit Wireless Portals,Closed Lost,395387.78,2026-03-28,0,
OPP-00776,SF-00393,Synergize Back-End Architectures,Proposal,178374.1,2026-03-28,50,Letter never senior interesting.
OPP-00777,SF-00393,Implement Clicks-And-Mortar E-Tailers,Proposal,234538.86,2026-03-28,50,Billion system serve happen read.
OPP-00778,SF-00394,Incentivize One-To-One E-Tailers,Negotiation,87178.97,2026-03-28,75,Certain major gun from.
OPP-00779,SF-00395,Engage Transparent Initiatives,Negotiation,377364.86,2026-03-28,75,West open follow discover.
OPP-00780,SF-00396,Repurpose Viral Vortals,Closed Lost,341658.56,2026-03-28,0,
OPP-00781,SF-00396,Disintermediate Leading-Edge Mindshare,Closed Lost,6311.01,2026-03-28,0,
OPP-00782,SF-00396,Optimize Rich Mindshare,Prospecting,38429.73,2026-03-28,10,Others local push sense mouth watch.
OPP-00783,SF-00397,Aggregate Synergistic E-Tailers,Closed Lost,67913.6,2026-03-28,0,
OPP-00784,SF-00398,Enable World-Class Mindshare,Negotiation,101327.78,2026-03-28,75,Appear trouble television item.
OPP-00785,SF-00399,Strategize Interactive Solutions,Closed Won,171048.65,2026-03-28,100,
OPP-00786,SF-00399,Re-Contextualize Wireless Architectures,Closed Lost,203203.0,2026-03-28,0,
OPP-00787,SF-00400,Harness Scalable Infrastructures,Closed Won,270394.7,2026-03-28,100,
OPP-00788,SF-00400,Architect Revolutionary Synergies,Closed Won,479591.42,2026-03-28,100,
OPP-00789,SF-00400,Scale Open-Source Mindshare,Closed Won,101259.15,2026-03-28,100,
OPP-00790,SF-00401,Repurpose Efficient Initiatives,Closed Won,143060.91,2026-03-28,100,
OPP-00791,SF-00401,Engage Granular Action-Items,Closed Won,96155.26,2026-03-28,100,
OPP-00792,SF-00402,Visualize World-Class Initiatives,Prospecting,45308.48,2026-03-28,10,Behavior though city message growth next.
OPP-00793,SF-00402,Seize Visionary Infrastructures,Closed Won,452677.23,2026-03-28,100,
OPP-00794,SF-00403,Exploit Proactive Channels,Closed Won,411275.44,2026-03-28,100,
OPP-00795,SF-00404,Whiteboard Sticky Users,Proposal,108240.76,2026-03-28,50,North reveal matter fly scientist.
OPP-00796,SF-00405,Empower Granular Technologies,Qualification,425881.06,2026-03-28,25,Mission company expect.
OPP-00797,SF-00406,Whiteboard Collaborative Solutions,Proposal,177189.74,2026-03-28,50,Parent almost allow.
OPP-00798,SF-00406,Expedite Strategic E-Services,Negotiation,73654.43,2026-03-28,75,Another beyond population exactly take apply discussion both.
OPP-00799,SF-00407,Strategize Distributed Architectures,Proposal,287938.88,2026-03-28,50,Technology rest shake finish.
OPP-00800,SF-00407,Architect Robust Deliverables,Qualification,43844.04,2026-03-28,25,Industry yes letter hospital back we offer gas.
OPP-00801,SF-00407,Visualize 24/365 E-Commerce,Negotiation,39895.87,2026-03-28,75,Write parent couple important.
OPP-00802,SF-00408,Visualize End-To-End E-Commerce,Closed Won,487191.98,2026-03-28,100,
OPP-00803,SF-00408,Visualize Next-Generation Roi,Prospecting,281629.57,2026-03-28,10,Long wide seat write especially.
OPP-00804,SF-00408,Synergize Granular E-Commerce,Qualification,126341.98,2026-03-28,25,Thus surface remember themselves debate.
OPP-00805,SF-00409,Morph Robust Models,Proposal,499098.06,2026-03-28,50,How trade site another those think.
OPP-00806,SF-00409,Harness Extensible Convergence,Closed Won,316529.14,2026-03-28,100,
OPP-00807,SF-00410,Harness Real-Time Technologies,Proposal,272767.76,2026-03-28,50,Front third laugh issue coach father open.
OPP-00808,SF-00410,Incentivize Dot-Com Users,Closed Won,476409.3,2026-03-28,100,
OPP-00809,SF-00410,Incubate Collaborative E-Markets,Negotiation,79256.4,2026-03-28,75,According argue true performance.
OPP-00810,SF-00411,Engineer Next-Generation Metrics,Qualification,366958.94,2026-03-28,25,These learn born.
OPP-00811,SF-00412,Deliver Scalable Eyeballs,Closed Won,223631.74,2026-03-28,100,
OPP-00812,SF-00413,Repurpose Wireless Technologies,Prospecting,115193.38,2026-03-28,10,Unit value who money million picture.
OPP-00813,SF-00413,Disintermediate Holistic Users,Prospecting,221083.04,2026-03-28,10,Also become stand mission eight per.
OPP-00814,SF-00413,Revolutionize Strategic Experiences,Proposal,412635.06,2026-03-28,50,Involve official like star fear instead establish.
OPP-00815,SF-00414,Target Scalable Roi,Proposal,399274.57,2026-03-28,50,Week recent scene note animal sing tough.
OPP-00816,SF-00414,Extend Open-Source E-Services,Negotiation,190783.12,2026-03-28,75,Leader land trouble perhaps agent three sit.
OPP-00817,SF-00415,Synthesize Extensible Metrics,Prospecting,76393.12,2026-03-28,10,Investment article heart trial cause author message.
OPP-00818,SF-00415,Re-Intermediate Scalable Methodologies,Qualification,145169.26,2026-03-28,25,Go man member energy oil yard.
OPP-00819,SF-00416,Matrix Mission-Critical Users,Closed Won,79959.24,2026-03-28,100,
OPP-00820,SF-00417,Architect Open-Source Paradigms,Proposal,5652.8,2026-03-28,50,Interesting government think that.
OPP-00821,SF-00417,Integrate World-Class E-Business,Closed Won,119480.48,2026-03-28,100,
OPP-00822,SF-00417,Implement Customized Systems,Proposal,15026.22,2026-03-28,50,Who body mother nearly each he future.
OPP-00823,SF-00418,Expedite Integrated Eyeballs,Proposal,170307.14,2026-03-28,50,Under soon daughter compare.
OPP-00824,SF-00418,Embrace Wireless Relationships,Closed Won,68715.15,2026-03-28,100,
OPP-00825,SF-00418,Enable Dot-Com E-Tailers,Qualification,486197.44,2026-03-28,25,Painting whether walk PM.
OPP-00826,SF-00419,Architect Bleeding-Edge Users,Closed Lost,360437.43,2026-03-28,0,
OPP-00827,SF-00420,Engineer Back-End Platforms,Prospecting,106910.03,2026-03-28,10,Less four knowledge movie suddenly travel travel he.
OPP-00828,SF-00420,Enable 24/365 Platforms,Negotiation,50748.34,2026-03-28,75,Girl citizen within form space trial player truth.
OPP-00829,SF-00421,Synergize Holistic Portals,Closed Won,294005.75,2026-03-28,100,
OPP-00830,SF-00422,Harness Enterprise Methodologies,Closed Won,21045.91,2026-03-28,100,
OPP-00831,SF-00422,E-Enable Innovative Web-Readiness,Prospecting,230796.58,2026-03-28,10,Check consumer them body thing address write.
OPP-00832,SF-00423,Visualize E-Business Functionalities,Closed Won,146827.51,2026-03-28,100,
OPP-00833,SF-00424,Revolutionize Cross-Media Info-Mediaries,Negotiation,453323.59,2026-03-28,75,Modern visit example sport should role lead.
OPP-00834,SF-00424,Seize Cross-Media Schemas,Closed Won,449500.76,2026-03-28,100,
OPP-00835,SF-00425,Optimize Integrated E-Services,Qualification,39705.7,2026-03-28,25,Those environment learn network dog.
OPP-00836,SF-00425,Engineer Strategic Networks,Negotiation,81752.83,2026-03-28,75,Think wide there hard artist power.
OPP-00837,SF-00425,Harness 24/365 Bandwidth,Closed Won,473990.87,2026-03-28,100,
OPP-00838,SF-00426,Repurpose Rich Platforms,Closed Won,477556.74,2026-03-28,100,
OPP-00839,SF-00426,Morph Killer Applications,Prospecting,196328.38,2026-03-28,10,Nothing successful be produce money show.
OPP-00840,SF-00427,Enhance Robust Systems,Proposal,232733.34,2026-03-28,50,And kid letter art north just.
OPP-00841,SF-00427,E-Enable 24/7 Portals,Proposal,422114.05,2026-03-28,50,Manager throw all pull.
OPP-00842,SF-00427,Drive Mission-Critical Methodologies,Proposal,489312.63,2026-03-28,50,Outside set table author near lot.
OPP-00843,SF-00428,Empower Dot-Com Systems,Closed Won,127997.59,2026-03-28,100,
OPP-00844,SF-00428,Cultivate Seamless Portals,Proposal,245553.65,2026-03-28,50,Partner series her technology sea.
OPP-00845,SF-00428,Utilize Holistic Portals,Closed Lost,231070.41,2026-03-28,0,
OPP-00846,SF-00429,Leverage Revolutionary Mindshare,Proposal,174188.07,2026-03-28,50,Without sport tell raise doctor.
OPP-00847,SF-00429,Scale Open-Source Platforms,Qualification,256793.29,2026-03-28,25,Actually make but item little above grow word.
OPP-00848,SF-00429,Synergize Virtual E-Services,Closed Won,92466.1,2026-03-28,100,
OPP-00849,SF-00430,Envisioneer Revolutionary Infrastructures,Closed Won,444915.13,2026-03-28,100,
OPP-00850,SF-00430,Expedite Plug-And-Play Platforms,Closed Lost,191817.88,2026-03-28,0,
OPP-00851,SF-00431,Productize Real-Time Initiatives,Prospecting,195653.56,2026-03-28,10,Operation game mission both research establish lose.
OPP-00852,SF-00431,Aggregate Collaborative Functionalities,Prospecting,194707.45,2026-03-28,10,Situation fire late decade nice great them.
OPP-00853,SF-00431,Enable Bricks-And-Clicks Eyeballs,Proposal,321174.23,2026-03-28,50,Staff rate action want set forget before.
OPP-00854,SF-00432,Redefine Innovative Relationships,Closed Won,155134.83,2026-03-28,100,
OPP-00855,SF-00432,Engineer Visionary Roi,Closed Won,116942.8,2026-03-28,100,
OPP-00856,SF-00433,Productize Strategic E-Business,Qualification,200244.71,2026-03-28,25,Admit theory measure often.
OPP-00857,SF-00433,Disintermediate Turn-Key E-Services,Negotiation,360485.1,2026-03-28,75,Site suffer me town.
OPP-00858,SF-00434,Orchestrate Back-End Portals,Proposal,286681.59,2026-03-28,50,Summer simple turn bill interesting book.
OPP-00859,SF-00435,Architect Proactive Info-Mediaries,Closed Won,338367.15,2026-03-28,100,
OPP-00860,SF-00436,Seize Back-End Channels,Prospecting,402849.03,2026-03-28,10,With old enter science.
OPP-00861,SF-00436,Redefine B2C Applications,Qualification,75578.79,2026-03-28,25,Best too service key speech down.
OPP-00862,SF-00436,Redefine Dynamic Deliverables,Proposal,177032.7,2026-03-28,50,Camera itself role remain rich can statement try.
OPP-00863,SF-00437,Syndicate 24/365 Mindshare,Closed Lost,442516.79,2026-03-28,0,
OPP-00864,SF-00438,Implement Enterprise Communities,Proposal,171391.2,2026-03-28,50,Leave too industry interview.
OPP-00865,SF-00438,Architect Magnetic Schemas,Proposal,384302.07,2026-03-28,50,Rule east challenge take rock.
OPP-00866,SF-00439,Grow Vertical Synergies,Proposal,34887.36,2026-03-28,50,Fight population message everything health happy participant.
OPP-00867,SF-00439,Generate Sticky E-Tailers,Negotiation,391485.61,2026-03-28,75,Coach ask expect guess.
OPP-00868,SF-00439,Innovate Frictionless Applications,Proposal,114960.39,2026-03-28,50,Agency check degree blue everything success protect.
OPP-00869,SF-00440,Extend Viral Systems,Closed Lost,384574.53,2026-03-28,0,
OPP-00870,SF-00440,Generate Magnetic Technologies,Proposal,487905.3,2026-03-28,50,Successful table important industry.
OPP-00871,SF-00440,Cultivate User-Centric Experiences,Proposal,225087.69,2026-03-28,50,Method reduce concern collection indeed.
OPP-00872,SF-00441,Synthesize Mission-Critical Systems,Proposal,211806.0,2026-03-28,50,Include explain whose collection really two.
OPP-00873,SF-00442,Matrix Enterprise E-Business,Qualification,148594.71,2026-03-28,25,Myself have girl anyone view worry performance.
OPP-00874,SF-00442,Deploy Global Relationships,Closed Lost,262512.39,2026-03-28,0,
OPP-00875,SF-00442,Re-Intermediate Holistic E-Markets,Closed Won,138336.31,2026-03-28,100,
OPP-00876,SF-00443,Cultivate Intuitive Networks,Proposal,314233.04,2026-03-28,50,Name about last blue.
OPP-00877,SF-00443,Repurpose B2C Initiatives,Closed Won,74688.6,2026-03-28,100,
OPP-00878,SF-00443,Strategize World-Class Mindshare,Proposal,412832.35,2026-03-28,50,Her after commercial interesting evidence their two.
OPP-00879,SF-00444,Innovate Rich Systems,Proposal,334124.07,2026-03-28,50,Congress state above TV discover society.
OPP-00880,SF-00445,Drive Compelling Markets,Closed Lost,91786.51,2026-03-28,0,
OPP-00881,SF-00445,Disintermediate Value-Added E-Markets,Closed Won,247261.9,2026-03-28,100,
OPP-00882,SF-00445,Disintermediate Clicks-And-Mortar Technologies,Closed Won,140504.71,2026-03-28,100,
OPP-00883,SF-00446,Disintermediate Turn-Key Roi,Closed Won,29981.21,2026-03-28,100,
OPP-00884,SF-00446,Brand User-Centric Interfaces,Proposal,22259.15,2026-03-28,50,Recent foreign voice grow address.
OPP-00885,SF-00447,Expedite Efficient Convergence,Prospecting,412031.66,2026-03-28,10,Left up with type.
OPP-00886,SF-00448,Generate Value-Added Applications,Closed Won,62779.24,2026-03-28,100,
OPP-00887,SF-00448,Revolutionize Best-Of-Breed Methodologies,Negotiation,470553.98,2026-03-28,75,None south represent develop present specific why student.
OPP-00888,SF-00448,Iterate E-Business Supply-Chains,Proposal,123864.23,2026-03-28,50,Prepare idea the behind.
OPP-00889,SF-00449,Iterate Strategic Web Services,Proposal,409581.01,2026-03-28,50,Important ever reason oil how.
OPP-00890,SF-00449,Transform Rich Architectures,Qualification,46621.5,2026-03-28,25,Apply painting very son discover.
OPP-00891,SF-00450,Drive B2B Platforms,Qualification,252919.68,2026-03-28,25,Forget key ask whole or.
OPP-00892,SF-00451,Grow Enterprise E-Commerce,Negotiation,220955.38,2026-03-28,75,So care authority air provide behind name.
OPP-00893,SF-00452,Grow Impactful Communities,Closed Won,207282.78,2026-03-28,100,
OPP-00894,SF-00452,Cultivate Proactive Deliverables,Prospecting,333211.87,2026-03-28,10,Stay important series also.
OPP-00895,SF-00453,Unleash Cutting-Edge Markets,Qualification,331503.07,2026-03-28,25,Station about simply such program.
OPP-00896,SF-00453,Redefine Rich Convergence,Closed Won,85428.39,2026-03-28,100,
OPP-00897,SF-00454,Engage Out-Of-The-Box Platforms,Closed Won,289223.21,2026-03-28,100,
OPP-00898,SF-00454,Deliver Next-Generation Roi,Prospecting,146352.71,2026-03-28,10,Final worry laugh.
OPP-00899,SF-00455,Optimize Vertical Users,Prospecting,319076.33,2026-03-28,10,Cost home fly same gun grow traditional.
OPP-00900,SF-00455,Integrate Visionary Schemas,Closed Won,429592.52,2026-03-28,100,
OPP-00901,SF-00456,Mesh Scalable Functionalities,Closed Lost,481025.64,2026-03-28,0,
OPP-00902,SF-00457,Cultivate Ubiquitous Partnerships,Negotiation,28882.68,2026-03-28,75,Pattern model game game daughter operation end.
OPP-00903,SF-00458,Reinvent Bricks-And-Clicks Mindshare,Closed Won,445945.99,2026-03-28,100,
OPP-00904,SF-00458,Enable Global Supply-Chains,Proposal,150544.31,2026-03-28,50,Simple we thank cold.
OPP-00905,SF-00459,Grow Enterprise Interfaces,Qualification,313491.02,2026-03-28,25,Audience accept tend authority medical.
OPP-00906,SF-00459,Empower Frictionless Markets,Closed Won,457541.19,2026-03-28,100,
OPP-00907,SF-00459,Whiteboard Bleeding-Edge Partnerships,Closed Lost,154506.46,2026-03-28,0,
OPP-00908,SF-00460,Incubate Clicks-And-Mortar Supply-Chains,Qualification,255894.7,2026-03-28,25,Many perhaps office move white.
OPP-00909,SF-00460,Strategize Synergistic Eyeballs,Prospecting,310504.33,2026-03-28,10,Family former TV him recently support major.
OPP-00910,SF-00460,Incubate Collaborative Applications,Proposal,429927.82,2026-03-28,50,They defense risk usually moment next official.
OPP-00911,SF-00461,Drive Integrated Metrics,Closed Won,230759.51,2026-03-28,100,
OPP-00912,SF-00462,Reinvent Revolutionary Metrics,Prospecting,14149.18,2026-03-28,10,Travel organization interview food force collection heart.
OPP-00913,SF-00462,Unleash Back-End Solutions,Negotiation,363294.34,2026-03-28,75,Teacher laugh sure yet weight lay sense.
OPP-00914,SF-00463,Enable Impactful Channels,Closed Lost,118567.4,2026-03-28,0,
OPP-00915,SF-00464,Innovate Intuitive Niches,Prospecting,405813.44,2026-03-28,10,Nice last rest wide worry.
OPP-00916,SF-00464,Synergize Web-Enabled Eyeballs,Prospecting,234571.03,2026-03-28,10,School consider any to since stop.
OPP-00917,SF-00464,Seize B2C Experiences,Prospecting,27173.7,2026-03-28,10,Month director score alone.
OPP-00918,SF-00465,Disintermediate B2B Action-Items,Proposal,232003.9,2026-03-28,50,Upon star kind sell better.
OPP-00919,SF-00465,Benchmark Compelling Info-Mediaries,Closed Won,399434.28,2026-03-28,100,
OPP-00920,SF-00466,Harness Bricks-And-Clicks Synergies,Negotiation,199712.38,2026-03-28,75,Read million down act thus during.
OPP-00921,SF-00466,Orchestrate Efficient E-Markets,Negotiation,272150.41,2026-03-28,75,Sell city always partner night.
OPP-00922,SF-00467,Productize Out-Of-The-Box Technologies,Qualification,140286.49,2026-03-28,25,Smile movie continue point police.
OPP-00923,SF-00467,Visualize Seamless Supply-Chains,Closed Won,81948.5,2026-03-28,100,
OPP-00924,SF-00467,Transition Dynamic Users,Closed Won,338377.38,2026-03-28,100,
OPP-00925,SF-00468,Expedite Cross-Media Bandwidth,Closed Won,286986.09,2026-03-28,100,
OPP-00926,SF-00469,Utilize Virtual Technologies,Qualification,178524.36,2026-03-28,25,Anyone young blue seven create.
OPP-00927,SF-00470,Enhance Compelling Communities,Proposal,406237.05,2026-03-28,50,Man never suffer next.
OPP-00928,SF-00470,Extend Cross-Media Markets,Negotiation,380150.29,2026-03-28,75,Husband scene catch which hospital risk.
OPP-00929,SF-00470,Syndicate Dot-Com Users,Closed Won,146846.05,2026-03-28,100,
OPP-00930,SF-00471,Envisioneer B2B Communities,Qualification,284833.89,2026-03-28,25,Drive note finally see walk point rather.
OPP-00931,SF-00471,Evolve Plug-And-Play Communities,Closed Lost,265111.51,2026-03-28,0,
OPP-00932,SF-00472,Monetize Virtual Supply-Chains,Prospecting,177386.6,2026-03-28,10,History shoulder way fall tonight be bit.
OPP-00933,SF-00472,Transform Interactive Networks,Negotiation,321762.98,2026-03-28,75,Take bring hundred cut end program.
OPP-00934,SF-00473,Integrate Virtual Platforms,Negotiation,381489.31,2026-03-28,75,Environmental trial can most part yet.
OPP-00935,SF-00473,Innovate Visionary Supply-Chains,Negotiation,288132.17,2026-03-28,75,Even deal evidence by maintain sing wrong.
OPP-00936,SF-00474,Leverage Visionary Supply-Chains,Closed Won,245179.76,2026-03-28,100,
OPP-00937,SF-00475,Orchestrate Killer Markets,Qualification,499208.87,2026-03-28,25,Good pretty size receive claim.
OPP-00938,SF-00475,Brand Best-Of-Breed Info-Mediaries,Closed Lost,451396.5,2026-03-28,0,
OPP-00939,SF-00476,Evolve Frictionless Portals,Closed Won,117172.94,2026-03-28,100,
OPP-00940,SF-00477,Expedite Innovative Initiatives,Closed Won,353494.36,2026-03-28,100,
OPP-00941,SF-00477,Enable Intuitive Applications,Qualification,241259.81,2026-03-28,25,Statement entire certain pattern boy audience world.
OPP-00942,SF-00477,Enable Best-Of-Breed Portals,Proposal,390099.66,2026-03-28,50,Hospital do accept agreement doctor beyond.
OPP-00943,SF-00478,Architect Intuitive E-Services,Closed Lost,36280.99,2026-03-28,0,
OPP-00944,SF-00479,Enhance B2B Deliverables,Negotiation,161970.74,2026-03-28,75,Sister both support bag fine almost view.
OPP-00945,SF-00480,Mesh Innovative Relationships,Closed Won,130529.71,2026-03-28,100,
OPP-00946,SF-00480,Unleash Bleeding-Edge Roi,Closed Won,88212.6,2026-03-28,100,
OPP-00947,SF-00480,Transform Proactive Info-Mediaries,Proposal,47542.06,2026-03-28,50,Simple purpose themselves method their.
OPP-00948,SF-00481,Transition One-To-One E-Markets,Closed Won,158890.41,2026-03-28,100,
OPP-00949,SF-00481,Monetize Robust Portals,Qualification,144815.41,2026-03-28,25,Wind drive including society age reflect weight.
OPP-00950,SF-00482,Implement Leading-Edge Applications,Qualification,468635.17,2026-03-28,25,Identify turn item throw.
OPP-00951,SF-00483,Facilitate Cross-Platform Solutions,Prospecting,491130.55,2026-03-28,10,Threat wrong radio pattern environment notice medical.
OPP-00952,SF-00483,Engage Bricks-And-Clicks Platforms,Closed Won,394580.21,2026-03-28,100,
OPP-00953,SF-00484,Leverage Holistic Vortals,Closed Lost,104341.67,2026-03-28,0,
OPP-00954,SF-00484,Exploit Synergistic Deliverables,Proposal,101604.96,2026-03-28,50,Executive according worker cover.
OPP-00955,SF-00484,Drive Front-End Convergence,Qualification,333469.22,2026-03-28,25,Study notice themselves magazine show husband table institution.
OPP-00956,SF-00485,Facilitate Customized E-Markets,Proposal,431049.97,2026-03-28,50,Form list to.
OPP-00957,SF-00485,Synergize Killer Metrics,Negotiation,386625.46,2026-03-28,75,Check hospital almost.
OPP-00958,SF-00486,Incubate Robust Interfaces,Proposal,261249.34,2026-03-28,50,Style wear way free statement.
OPP-00959,SF-00487,Synthesize One-To-One Functionalities,Proposal,117681.9,2026-03-28,50,Treat other more would position course girl.
OPP-00960,SF-00488,Productize Leading-Edge Supply-Chains,Closed Won,62462.8,2026-03-28,100,
OPP-00961,SF-00488,Utilize Open-Source Convergence,Closed Won,322000.13,2026-03-28,100,
OPP-00962,SF-00489,Reinvent Out-Of-The-Box Initiatives,Proposal,310754.95,2026-03-28,50,Local design among once yet growth.
OPP-00963,SF-00490,Transform Leading-Edge Portals,Qualification,116650.96,2026-03-28,25,Rise body should another.
OPP-00964,SF-00490,Repurpose Frictionless Applications,Proposal,434709.6,2026-03-28,50,Question various floor federal specific.
OPP-00965,SF-00490,Envisioneer Vertical Applications,Prospecting,151638.94,2026-03-28,10,Story table day system company.
OPP-00966,SF-00491,Reinvent 24/365 Users,Qualification,177627.5,2026-03-28,25,Hard significant ready form information fast most.
OPP-00967,SF-00491,Streamline End-To-End Web Services,Closed Won,189396.25,2026-03-28,100,
OPP-00968,SF-00491,Matrix Enterprise Metrics,Closed Won,230359.1,2026-03-28,100,
OPP-00969,SF-00492,Expedite E-Business E-Markets,Prospecting,180696.56,2026-03-28,10,Support necessary record artist indeed wish prepare.
OPP-00970,SF-00492,Brand 24/365 E-Business,Qualification,343095.51,2026-03-28,25,Cut nor early season answer probably production I.
OPP-00971,SF-00493,Reinvent Cross-Media Experiences,Negotiation,195913.51,2026-03-28,75,Nothing garden once down.
OPP-00972,SF-00493,Expedite Bricks-And-Clicks E-Markets,Negotiation,369362.11,2026-03-28,75,Father happy management standard very fine wonder more.
OPP-00973,SF-00494,Exploit Front-End Action-Items,Prospecting,298284.74,2026-03-28,10,From concern child research black.
OPP-00974,SF-00494,Engage B2C Markets,Qualification,104850.33,2026-03-28,25,Exactly design may draw.
OPP-00975,SF-00495,Visualize Dot-Com Initiatives,Negotiation,163397.08,2026-03-28,75,Kind several structure leave.
OPP-00976,SF-00496,Iterate World-Class Info-Mediaries,Proposal,117311.68,2026-03-28,50,Crime believe book evidence movement.
OPP-00977,SF-00496,Optimize Leading-Edge Supply-Chains,Closed Won,111201.69,2026-03-28,100,
OPP-00978,SF-00496,Brand Vertical Models,Proposal,192454.52,2026-03-28,50,Religious travel officer once north.
OPP-00979,SF-00497,Incentivize Magnetic Platforms,Qualification,478948.11,2026-03-28,25,Sea wear off nearly their matter.
OPP-00980,SF-00498,Incentivize Killer Architectures,Closed Lost,311207.48,2026-03-28,0,
OPP-00981,SF-00498,Extend Magnetic Paradigms,Closed Won,49474.01,2026-03-28,100,
OPP-00982,SF-00498,Transform Transparent Synergies,Prospecting,259468.42,2026-03-28,10,Evidence his hit society production east.
OPP-00983,SF-00499,Optimize One-To-One Networks,Closed Won,221865.2,2026-03-28,100,
OPP-00984,SF-00500,Incentivize E-Business E-Markets,Negotiation,140435.63,2026-03-28,75,Meet letter growth.
OPP-00985,SF-00501,Architect Cross-Platform Users,Closed Lost,250396.62,2026-03-28,0,
OPP-00986,SF-00501,Target Plug-And-Play Channels,Negotiation,293850.11,2026-03-28,75,Laugh general analysis fly general mention.
OPP-00987,SF-00502,Synthesize Cross-Media Metrics,Closed Won,425831.97,2026-03-28,100,
OPP-00988,SF-00502,Repurpose Extensible Users,Proposal,350412.95,2026-03-28,50,Magazine hotel kitchen amount contain south civil.
OPP-00989,SF-00502,Facilitate Scalable Communities,Proposal,69526.52,2026-03-28,50,Resource make almost too wear.
OPP-00990,SF-00503,Deliver Compelling Networks,Qualification,124451.42,2026-03-28,25,Low foot upon charge there yeah role.
OPP-00991,SF-00504,Re-Contextualize Strategic E-Commerce,Prospecting,97304.98,2026-03-28,10,House water sure become pretty off next beyond.
OPP-00992,SF-00504,Whiteboard Sticky Users,Proposal,151586.25,2026-03-28,50,Wrong chance pick interest affect.
OPP-00993,SF-00505,Transform Collaborative Relationships,Closed Lost,327252.38,2026-03-28,0,
OPP-00994,SF-00505,Orchestrate Sticky Technologies,Closed Won,199958.39,2026-03-28,100,
OPP-00995,SF-00505,Orchestrate Scalable Metrics,Qualification,29976.54,2026-03-28,25,Student whom set bill smile know live.
OPP-00996,SF-00506,Utilize Best-Of-Breed Communities,Proposal,342383.07,2026-03-28,50,Garden sing much report.
OPP-00997,SF-00507,Harness Holistic Platforms,Qualification,384049.48,2026-03-28,25,Boy light good anything.
OPP-00998,SF-00508,Transition Cross-Platform Web-Readiness,Prospecting,405661.13,2026-03-28,10,So capital board realize trade author line history.
OPP-00999,SF-00508,Grow Holistic Infrastructures,Qualification,297259.22,2026-03-28,25,Forget visit trade allow quality him player.
OPP-01000,SF-00508,Visualize Efficient Content,Prospecting,281271.73,2026-03-28,10,Hard support production street loss.
OPP-01001,SF-00509,Enhance Interactive Metrics,Proposal,164553.77,2026-03-28,50,Blood never education television.
OPP-01002,SF-00509,Enhance Innovative Action-Items,Prospecting,266612.62,2026-03-28,10,Worry local experience you why.
OPP-01003,SF-00509,Benchmark Killer Vortals,Qualification,470349.67,2026-03-28,25,Feeling bring direction model.
OPP-01004,SF-00510,Grow Extensible Niches,Negotiation,171726.98,2026-03-28,75,Matter born conference least discussion wife picture.
OPP-01005,SF-00511,Utilize Seamless Channels,Qualification,217991.74,2026-03-28,25,Road wish figure consider still.
OPP-01006,SF-00512,Benchmark Strategic Portals,Negotiation,136197.41,2026-03-28,75,Whom account art pressure imagine.
OPP-01007,SF-00512,Unleash Next-Generation Experiences,Prospecting,354500.05,2026-03-28,10,Read world measure final fly garden mention fund.
OPP-01008,SF-00513,Empower Back-End Web-Readiness,Closed Won,217260.7,2026-03-28,100,
OPP-01009,SF-00514,Reinvent Synergistic Schemas,Closed Won,307480.39,2026-03-28,100,
OPP-01010,SF-00514,Productize Collaborative Technologies,Qualification,307303.61,2026-03-28,25,Somebody wind management class account perhaps rule.
