tracking_id,shipping_ref,carrier_name,expected_date,delivery_date,status_code,weight_kg,destination_zip
TRK-to91165275,SH-RWo-671322,Kramer and Sons Logistics,11/04/2025,11/09/2025,4,22.7,20393
TRK-Xg73738287,SH-tzt-090313,"Johnson, Davies and Cortez Logistics",03/06/2025,03/06/2025,4,23.1,01254
TRK-gw29722913,SH-vJo-015339,Marshall Ltd Logistics,09/21/2024,09/21/2024,4,33.3,27707
TRK-lg09943969,SH-ahl-326509,"Griffin, Brown and Lawrence Logistics",12/17/2025,12/16/2025,4,11.3,88475
TRK-Gq23930351,SH-Oyt-184893,"Griffin, Brown and Lawrence Logistics",04/06/2026,04/05/2026,4,27.1,28227
TRK-mZ91638082,SH-YKL-030067,"Griffin, Brown and Lawrence Logistics",12/07/2024,12/08/2024,4,31.7,08839
TRK-QI12323009,SH-OZb-346806,Johnson-Griffin Logistics,05/31/2024,06/01/2024,4,35.4,12078
TRK-HU41698781,SH-EiA-612174,Jordan-Carter Logistics,01/14/2025,01/14/2025,4,44.4,39503
TRK-UF55672896,SH-TCF-340688,Woodard-Guzman Logistics,04/06/2025,04/07/2025,4,28.6,86600
TRK-DL30876922,SH-MSF-538668,Johnson-Griffin Logistics,07/29/2024,08/01/2024,4,42.5,96539
TRK-VQ80676286,SH-UWG-342180,Woodard-Guzman Logistics,03/31/2026,03/31/2026,4,42.8,88753
TRK-lA11229219,SH-XLV-982379,"Johnson, Davies and Cortez Logistics",06/27/2024,07/02/2024,4,20.9,76093
TRK-UW45515688,SH-GbD-420566,Kramer and Sons Logistics,01/08/2025,,6,4.4,87509
TRK-cM00175768,SH-wlN-526756,"Griffin, Brown and Lawrence Logistics",09/23/2024,09/23/2024,4,41.7,57438
TRK-co27575279,SH-zha-805303,Woodard-Guzman Logistics,02/03/2026,,6,21.8,17600
TRK-Td91991698,SH-bgK-460510,"Harris, Adams and Martin Logistics",11/23/2025,11/23/2025,4,39.0,61883
TRK-uI01385601,SH-kzr-500987,Jordan-Carter Logistics,09/15/2025,09/17/2025,4,3.5,56793
TRK-Zx97642909,SH-Zia-271675,Marshall Ltd Logistics,01/12/2026,01/11/2026,4,11.3,74459
TRK-Av02305731,SH-Ukp-354157,"Griffin, Brown and Lawrence Logistics",01/09/2025,01/08/2025,4,9.4,65666
TRK-vp54335470,SH-PuI-424742,Kramer and Sons Logistics,06/13/2025,06/14/2025,4,7.3,37115
TRK-Yj75088386,SH-Buf-995974,"Harris, Adams and Martin Logistics",06/18/2025,06/17/2025,4,27.6,40401
TRK-Kx96421307,SH-Yzb-465631,Johnson-Griffin Logistics,06/06/2025,06/05/2025,4,22.1,21123
TRK-wH81851379,SH-QIK-288894,Woodard-Guzman Logistics,11/07/2025,11/08/2025,4,28.0,53657
TRK-ZK87705659,SH-WoS-941726,Johnson-Griffin Logistics,03/29/2025,03/28/2025,4,40.6,31375
TRK-Xn80954704,SH-RRH-288280,Kramer and Sons Logistics,09/03/2025,09/02/2025,4,5.6,76231
TRK-yN69229952,SH-wjc-314302,Johnson-Griffin Logistics,08/10/2024,08/15/2024,4,2.6,31866
TRK-mn22803051,SH-kQA-298904,Kramer and Sons Logistics,04/20/2024,04/21/2024,4,31.1,94917
TRK-qU91531754,SH-upq-808782,"Harris, Adams and Martin Logistics",06/08/2025,06/09/2025,4,26.1,10092
TRK-dj65471154,SH-PcW-099785,Jordan-Carter Logistics,01/08/2025,01/08/2025,4,28.5,91074
TRK-Dj31565447,SH-DHI-613121,"Griffin, Brown and Lawrence Logistics",02/22/2025,02/22/2025,4,20.6,65451
TRK-dA18055229,SH-zNG-816266,"Harris, Adams and Martin Logistics",12/01/2025,12/01/2025,4,42.6,06625
TRK-AN37492829,SH-ttz-223384,"Johnson, Davies and Cortez Logistics",03/27/2025,03/28/2025,4,1.8,27009
TRK-IZ03763604,SH-VDe-795495,Kramer and Sons Logistics,06/06/2024,06/08/2024,4,19.5,26055
TRK-Bs68214003,SH-PSt-170494,"Harris, Adams and Martin Logistics",08/14/2025,08/14/2025,4,31.6,96065
TRK-hM01600742,SH-veR-153614,"Harris, Adams and Martin Logistics",08/02/2025,08/02/2025,4,2.1,27015
TRK-wt22211417,SH-RHh-831321,Jordan-Carter Logistics,08/09/2025,,5,38.2,53256
TRK-fB23418775,SH-zga-704915,"Griffin, Brown and Lawrence Logistics",09/07/2025,,5,27.0,17132
TRK-tc76735454,SH-Rwe-260768,Jordan-Carter Logistics,02/11/2026,,3,11.7,81391
TRK-VR72804415,SH-vJW-406400,Jordan-Carter Logistics,02/08/2025,02/09/2025,4,47.5,33216
TRK-uS71007647,SH-kEY-445128,Johnson-Griffin Logistics,03/25/2026,03/27/2026,4,16.5,69749
TRK-ss83435175,SH-ehB-942898,Jordan-Carter Logistics,03/26/2026,03/28/2026,4,18.0,98274
TRK-qk16190406,SH-HVp-649724,Marshall Ltd Logistics,02/26/2026,02/26/2026,4,12.1,01844
TRK-qO90000122,SH-xNg-595748,Johnson-Griffin Logistics,11/10/2025,11/10/2025,4,11.2,58245
TRK-eL64337183,SH-Xmo-337599,Jordan-Carter Logistics,10/12/2025,10/12/2025,4,12.1,03280
TRK-nf68087557,SH-GFh-823881,"Griffin, Brown and Lawrence Logistics",10/15/2024,,3,37.3,30279
TRK-Wm78562436,SH-XNQ-467568,Marshall Ltd Logistics,01/28/2025,01/27/2025,4,37.7,01735
TRK-wS47814234,SH-cEi-924768,"Griffin, Brown and Lawrence Logistics",10/10/2025,10/12/2025,4,41.6,95260
TRK-Nc91307562,SH-uVr-975131,"Johnson, Davies and Cortez Logistics",12/03/2024,,5,33.5,75834
TRK-uq36918291,SH-RBa-676213,Marshall Ltd Logistics,02/07/2025,02/08/2025,4,6.6,53520
TRK-Qs97975826,SH-OlY-949447,Woodard-Guzman Logistics,02/13/2025,02/12/2025,4,39.7,45461
TRK-Xw34273693,SH-LLI-455769,Kramer and Sons Logistics,04/10/2025,04/12/2025,4,26.6,44464
TRK-GH52125090,SH-HLp-751194,Jordan-Carter Logistics,10/18/2025,10/20/2025,4,8.1,42325
TRK-MG93732596,SH-etr-639960,Kramer and Sons Logistics,09/11/2025,09/16/2025,4,11.7,34118
TRK-LN53319048,SH-KqO-599771,Johnson-Griffin Logistics,04/12/2025,04/12/2025,4,32.0,11212
TRK-lA74198280,SH-cND-959614,Marshall Ltd Logistics,10/31/2024,11/01/2024,4,4.6,12782
TRK-Jd62684884,SH-yqb-418412,Woodard-Guzman Logistics,03/15/2025,03/20/2025,4,40.0,43184
TRK-eW49958753,SH-DzL-529322,Kramer and Sons Logistics,01/22/2026,01/21/2026,4,16.2,39481
TRK-RM09766630,SH-GBr-305721,Woodard-Guzman Logistics,09/03/2025,09/02/2025,4,40.7,52297
TRK-Os82561100,SH-eDZ-326169,Kramer and Sons Logistics,03/10/2026,,5,13.2,18758
TRK-DB62460199,SH-kCT-939452,Jordan-Carter Logistics,10/20/2024,10/20/2024,4,36.5,75305
TRK-vy28429549,SH-Fdd-180554,Kramer and Sons Logistics,03/11/2026,03/11/2026,4,30.4,93274
TRK-JQ35003734,SH-OiZ-688730,"Harris, Adams and Martin Logistics",09/14/2025,09/14/2025,4,25.3,95913
TRK-YQ52155608,SH-zqd-205633,"Griffin, Brown and Lawrence Logistics",05/22/2025,05/22/2025,4,10.7,26136
TRK-AU22984846,SH-fQk-762827,Jordan-Carter Logistics,10/26/2025,10/26/2025,4,42.6,14647
TRK-bP44707053,SH-bUK-882631,Marshall Ltd Logistics,10/14/2025,10/19/2025,4,33.6,41019
TRK-Wr86524790,SH-XVq-254077,Marshall Ltd Logistics,05/22/2025,,6,34.3,47928
TRK-Nt52577407,SH-rnk-816820,Marshall Ltd Logistics,05/11/2025,05/16/2025,4,40.4,77346
TRK-Fh55401256,SH-WDW-127731,Jordan-Carter Logistics,12/12/2025,12/13/2025,4,18.6,06975
TRK-YZ39877879,SH-EIR-278943,Kramer and Sons Logistics,03/17/2025,03/16/2025,4,19.5,04833
TRK-MS30990107,SH-Yfr-242758,"Johnson, Davies and Cortez Logistics",05/23/2025,,5,35.4,28745
TRK-nq05186277,SH-ngB-058095,Marshall Ltd Logistics,01/22/2025,01/21/2025,4,1.3,01872
TRK-Rf69853310,SH-YJD-705948,Woodard-Guzman Logistics,01/14/2026,01/15/2026,4,11.6,42725
TRK-Kb46713310,SH-Osw-407328,Woodard-Guzman Logistics,12/12/2024,12/17/2024,4,16.5,27174
TRK-Ih77822730,SH-HeO-889322,"Johnson, Davies and Cortez Logistics",01/11/2025,01/11/2025,4,0.5,31510
TRK-xL66436802,SH-hKr-108228,"Harris, Adams and Martin Logistics",02/12/2026,02/12/2026,4,7.2,25844
TRK-KM23499201,SH-OON-349775,Woodard-Guzman Logistics,05/21/2024,05/21/2024,4,48.7,93922
TRK-na50309380,SH-wGJ-336783,Johnson-Griffin Logistics,11/10/2025,11/10/2025,4,30.5,61473
TRK-gW58294618,SH-FOH-549086,Marshall Ltd Logistics,12/20/2025,12/20/2025,4,31.7,39100
TRK-pt37146876,SH-AZT-823119,"Johnson, Davies and Cortez Logistics",06/13/2024,06/14/2024,4,2.3,22644
TRK-Lx24941192,SH-pwy-647583,Woodard-Guzman Logistics,04/12/2025,04/11/2025,4,32.4,97182
TRK-Bn10937727,SH-Caz-882822,Marshall Ltd Logistics,01/14/2025,,3,4.4,24953
TRK-lp48578443,SH-cIt-977773,"Griffin, Brown and Lawrence Logistics",02/13/2026,,6,31.2,61838
TRK-Je99944021,SH-Oin-850770,Kramer and Sons Logistics,06/10/2025,06/11/2025,4,33.7,37420
TRK-eV49178812,SH-Qpj-104636,"Harris, Adams and Martin Logistics",02/20/2025,,3,23.1,15611
TRK-Zr39211018,SH-eqU-154612,Kramer and Sons Logistics,10/09/2025,10/09/2025,4,49.1,61089
TRK-qL96169351,SH-mgQ-122867,Kramer and Sons Logistics,06/07/2025,06/07/2025,4,27.5,11268
TRK-YK93955318,SH-URu-194926,"Johnson, Davies and Cortez Logistics",06/19/2025,06/18/2025,4,36.5,56566
TRK-EK11204890,SH-Pnf-580202,Jordan-Carter Logistics,07/03/2024,07/03/2024,4,27.3,78545
TRK-YZ07097063,SH-ejt-218096,Jordan-Carter Logistics,12/09/2024,,3,5.5,17976
TRK-dF32667490,SH-uUU-201843,Woodard-Guzman Logistics,02/11/2026,,3,39.9,94354
TRK-mZ38427033,SH-uEj-309806,Woodard-Guzman Logistics,06/26/2025,06/26/2025,4,5.8,99484
TRK-lP91798653,SH-Jtx-380165,"Johnson, Davies and Cortez Logistics",04/02/2025,04/07/2025,4,18.3,79846
TRK-xg58644229,SH-oBa-245405,Woodard-Guzman Logistics,02/15/2025,,5,0.8,70067
TRK-Wz77081537,SH-MHX-681540,Woodard-Guzman Logistics,01/22/2025,01/23/2025,4,30.1,05089
TRK-rD48296528,SH-jLl-772962,Johnson-Griffin Logistics,08/01/2024,07/31/2024,4,15.6,11966
TRK-dZ33316325,SH-AeQ-671844,Jordan-Carter Logistics,08/20/2025,08/22/2025,4,7.1,37586
TRK-OJ09930673,SH-zUQ-274307,Jordan-Carter Logistics,02/26/2025,02/28/2025,4,3.2,03299
TRK-Tt97453231,SH-OHU-674001,"Harris, Adams and Martin Logistics",07/12/2025,07/13/2025,4,14.2,46175
TRK-YI63970881,SH-Vxm-476699,"Johnson, Davies and Cortez Logistics",02/27/2026,02/28/2026,4,48.3,87915
TRK-ZS32169937,SH-dJq-607124,Johnson-Griffin Logistics,12/21/2024,12/22/2024,4,33.8,18785
TRK-ST98194410,SH-llR-652056,"Griffin, Brown and Lawrence Logistics",08/23/2025,08/24/2025,4,14.1,46104
TRK-kb99504353,SH-HeZ-718038,Johnson-Griffin Logistics,11/12/2024,11/13/2024,4,31.7,72747
TRK-KU76206317,SH-TuP-437104,Jordan-Carter Logistics,07/10/2025,07/10/2025,4,15.4,17646
TRK-DS26124707,SH-UDu-609600,Johnson-Griffin Logistics,05/01/2025,05/02/2025,4,36.1,21430
TRK-hS35705547,SH-DGa-975221,"Harris, Adams and Martin Logistics",05/24/2024,05/25/2024,4,3.2,37515
TRK-pk33597804,SH-Lma-774818,"Griffin, Brown and Lawrence Logistics",02/04/2025,02/05/2025,4,9.0,37132
TRK-GP47870794,SH-iBp-163684,Kramer and Sons Logistics,09/16/2025,09/19/2025,4,42.1,80120
TRK-KL60567462,SH-uvM-618913,Johnson-Griffin Logistics,02/10/2026,02/10/2026,4,22.2,02939
TRK-YW83334480,SH-FJh-572728,"Griffin, Brown and Lawrence Logistics",09/27/2025,09/26/2025,4,11.2,56228
TRK-YY44688386,SH-lZY-841476,Woodard-Guzman Logistics,08/02/2025,08/03/2025,4,38.6,51690
TRK-Ck29164987,SH-AeJ-267094,Kramer and Sons Logistics,04/17/2025,,5,15.0,24090
TRK-nk28364520,SH-hqA-716418,Kramer and Sons Logistics,02/23/2025,02/23/2025,4,4.9,26752
TRK-eR18322654,SH-BmX-991293,Jordan-Carter Logistics,05/23/2024,05/22/2024,4,34.4,38723
TRK-av56917422,SH-Yen-297980,Johnson-Griffin Logistics,04/29/2025,05/04/2025,4,8.7,45566
TRK-CR61137913,SH-UBy-096738,"Harris, Adams and Martin Logistics",03/31/2025,,6,2.9,79608
TRK-Hj93172623,SH-bpN-653767,Kramer and Sons Logistics,06/01/2024,06/01/2024,4,30.6,18229
TRK-mt91475686,SH-oIp-749914,Jordan-Carter Logistics,02/16/2026,,6,19.7,18795
TRK-CW17233734,SH-JOm-750530,"Johnson, Davies and Cortez Logistics",07/14/2025,07/19/2025,4,33.7,42397
TRK-Hf45538707,SH-hwe-601467,Jordan-Carter Logistics,09/12/2024,09/12/2024,4,34.0,44759
TRK-Tv75330115,SH-dpk-888827,Marshall Ltd Logistics,06/17/2024,06/17/2024,4,48.3,74676
TRK-aP67442832,SH-yct-248913,"Griffin, Brown and Lawrence Logistics",10/02/2025,10/04/2025,4,42.4,21378
TRK-Gw47421153,SH-BXU-745576,Woodard-Guzman Logistics,01/21/2026,01/21/2026,4,43.4,27030
TRK-oW10740744,SH-FvG-408192,Johnson-Griffin Logistics,10/05/2024,,3,28.6,40637
TRK-Jn13954721,SH-LtC-482775,"Griffin, Brown and Lawrence Logistics",10/31/2025,11/01/2025,4,11.0,68968
TRK-RK73958234,SH-qPy-270192,Marshall Ltd Logistics,07/01/2025,,5,42.3,44821
TRK-NL49356818,SH-pEh-957963,"Harris, Adams and Martin Logistics",03/18/2025,03/17/2025,4,5.5,15559
TRK-kg19222884,SH-bJD-193517,"Harris, Adams and Martin Logistics",03/24/2026,03/24/2026,4,10.8,19965
TRK-dW64357284,SH-dnZ-650817,"Griffin, Brown and Lawrence Logistics",02/14/2026,02/16/2026,4,44.6,47134
TRK-uF26099699,SH-sjJ-761352,Marshall Ltd Logistics,08/21/2025,08/26/2025,4,18.2,61980
TRK-HA67634190,SH-quv-694538,"Griffin, Brown and Lawrence Logistics",03/16/2026,03/19/2026,4,6.8,45514
TRK-Hc52761852,SH-WmY-724475,"Johnson, Davies and Cortez Logistics",07/20/2025,07/22/2025,4,41.7,60619
TRK-Iv00014611,SH-sHj-879201,Woodard-Guzman Logistics,07/01/2025,07/03/2025,4,1.7,09950
TRK-pv95926474,SH-xRK-923792,"Griffin, Brown and Lawrence Logistics",04/05/2026,04/08/2026,4,5.6,24341
TRK-cn27623710,SH-yAb-968650,Jordan-Carter Logistics,10/05/2025,10/07/2025,4,34.5,42009
TRK-TL93840661,SH-wbp-586511,"Johnson, Davies and Cortez Logistics",02/05/2025,02/06/2025,4,36.2,80533
TRK-Cc14093391,SH-AzP-581800,Kramer and Sons Logistics,12/06/2024,,6,21.7,18848
TRK-Il60958747,SH-bcI-772136,"Johnson, Davies and Cortez Logistics",02/16/2025,02/21/2025,4,44.5,21193
TRK-ID25135007,SH-UMM-380063,"Harris, Adams and Martin Logistics",11/10/2025,11/10/2025,4,25.9,30423
TRK-WF35482517,SH-Sha-782369,Jordan-Carter Logistics,01/21/2026,01/24/2026,4,20.8,31134
TRK-SX98733636,SH-KgZ-978721,Marshall Ltd Logistics,07/01/2025,06/30/2025,4,37.4,84456
TRK-gl65574887,SH-AIc-091651,Johnson-Griffin Logistics,01/17/2025,01/17/2025,4,18.1,84628
TRK-Be67461397,SH-Qcb-215357,Marshall Ltd Logistics,12/05/2025,12/10/2025,4,11.3,03833
TRK-KO81548656,SH-aPg-200555,"Johnson, Davies and Cortez Logistics",02/02/2026,02/03/2026,4,2.1,17381
TRK-Mu41983835,SH-Xqj-005299,"Johnson, Davies and Cortez Logistics",05/07/2025,05/06/2025,4,2.4,11628
TRK-ny94039230,SH-MkR-554334,"Harris, Adams and Martin Logistics",09/24/2024,09/26/2024,4,3.1,24532
TRK-kY14919767,SH-jvG-212430,Woodard-Guzman Logistics,10/26/2025,10/27/2025,4,27.2,92518
TRK-iB72850006,SH-pii-330361,Woodard-Guzman Logistics,08/02/2025,,6,23.9,22282
TRK-FS70124585,SH-tFP-690474,Kramer and Sons Logistics,04/03/2026,04/03/2026,4,49.5,23515
TRK-Qj55478838,SH-aZU-811078,"Johnson, Davies and Cortez Logistics",04/13/2024,04/13/2024,4,29.1,00893
TRK-Ul39164345,SH-msO-678453,Woodard-Guzman Logistics,03/30/2025,03/30/2025,4,20.7,01058
TRK-Xq29048724,SH-DcX-357843,Marshall Ltd Logistics,07/29/2025,07/30/2025,4,16.7,54063
TRK-GN77715986,SH-fnz-180336,Woodard-Guzman Logistics,06/02/2024,06/07/2024,4,26.7,84158
TRK-gU80947376,SH-Uxg-605033,Jordan-Carter Logistics,11/30/2024,11/29/2024,4,41.8,17739
TRK-Aj77052973,SH-wRC-163784,Kramer and Sons Logistics,02/01/2026,02/04/2026,4,14.4,28294
TRK-Py94036838,SH-QPi-253034,Marshall Ltd Logistics,11/20/2025,,6,47.7,39838
TRK-ix23015939,SH-MiC-732269,"Johnson, Davies and Cortez Logistics",04/06/2024,,3,7.7,21590
TRK-Yc17585102,SH-tVa-870229,"Harris, Adams and Martin Logistics",07/22/2024,07/23/2024,4,30.0,85830
TRK-vv70326737,SH-KpM-751102,"Johnson, Davies and Cortez Logistics",04/23/2024,04/23/2024,4,18.4,95333
TRK-TE87989498,SH-ADJ-409965,Marshall Ltd Logistics,07/12/2025,07/12/2025,4,8.9,49944
TRK-DI79888949,SH-QfW-564598,"Harris, Adams and Martin Logistics",05/29/2025,05/31/2025,4,49.5,03974
TRK-Mu07543007,SH-stl-032928,Jordan-Carter Logistics,01/12/2026,01/11/2026,4,16.7,58788
TRK-mV21163017,SH-ifX-138433,Kramer and Sons Logistics,09/24/2025,,6,4.9,23412
TRK-Ar42004335,SH-vya-000429,Jordan-Carter Logistics,12/11/2025,12/11/2025,4,16.6,95202
TRK-oR70713546,SH-GFP-293095,"Harris, Adams and Martin Logistics",09/01/2024,09/01/2024,4,23.4,10174
TRK-Bj22179883,SH-bSl-207520,Jordan-Carter Logistics,08/17/2024,08/18/2024,4,38.8,62745
TRK-OZ24315381,SH-aBT-693186,"Johnson, Davies and Cortez Logistics",12/04/2024,12/03/2024,4,30.1,97381
TRK-rF50455484,SH-toF-143874,"Griffin, Brown and Lawrence Logistics",08/03/2024,08/04/2024,4,2.8,50173
TRK-wg35095275,SH-iFA-053596,"Griffin, Brown and Lawrence Logistics",12/26/2025,12/25/2025,4,16.2,05504
TRK-yx38803474,SH-uiD-097632,Woodard-Guzman Logistics,10/04/2024,10/04/2024,4,32.3,82344
TRK-Dv31728288,SH-Jfo-976748,Marshall Ltd Logistics,07/29/2025,07/30/2025,4,18.0,81080
TRK-ZI58954123,SH-teY-037569,Marshall Ltd Logistics,07/23/2024,,3,30.6,81087
TRK-Hp43682604,SH-HJE-140139,"Johnson, Davies and Cortez Logistics",11/23/2024,11/23/2024,4,37.4,86065
TRK-zA62470728,SH-GLq-953371,Woodard-Guzman Logistics,11/30/2024,11/30/2024,4,35.4,56334
TRK-lF04142752,SH-WXG-284088,Kramer and Sons Logistics,01/20/2026,,5,13.0,60771
TRK-FK11392849,SH-jej-380285,"Johnson, Davies and Cortez Logistics",01/08/2025,01/10/2025,4,14.9,63733
TRK-JN87446126,SH-SxT-041648,Kramer and Sons Logistics,10/19/2025,10/20/2025,4,28.2,94035
TRK-wd15588330,SH-Ecm-559648,"Johnson, Davies and Cortez Logistics",06/18/2024,,3,22.7,74785
TRK-NN03692058,SH-xUc-187039,"Johnson, Davies and Cortez Logistics",07/14/2024,07/17/2024,4,13.9,87459
TRK-Uy13603881,SH-Nqa-884235,Johnson-Griffin Logistics,01/07/2026,01/08/2026,4,43.1,16643
TRK-Tb76794220,SH-Jeo-169806,Jordan-Carter Logistics,07/19/2024,07/20/2024,4,19.1,38546
TRK-is57404420,SH-RsB-636224,"Johnson, Davies and Cortez Logistics",12/22/2024,12/25/2024,4,17.1,55988
TRK-XE07461303,SH-QFQ-655615,Johnson-Griffin Logistics,10/18/2025,10/17/2025,4,7.3,42135
TRK-Ss25291404,SH-DrS-355172,Jordan-Carter Logistics,11/29/2025,12/04/2025,4,21.8,28789
TRK-Ep77491694,SH-LMq-792705,"Johnson, Davies and Cortez Logistics",05/16/2025,,3,38.9,34187
TRK-rq89308809,SH-ozd-461735,Kramer and Sons Logistics,02/22/2026,02/25/2026,4,11.6,01269
TRK-VM83410492,SH-USF-844706,Jordan-Carter Logistics,02/06/2025,02/07/2025,4,38.1,56816
TRK-Re26891119,SH-OGD-912602,"Harris, Adams and Martin Logistics",11/26/2024,11/26/2024,4,47.6,71190
TRK-zi56775140,SH-BsG-007110,Marshall Ltd Logistics,02/13/2026,02/12/2026,4,12.5,29493
TRK-Zg25679896,SH-KNZ-232586,Johnson-Griffin Logistics,05/19/2024,05/22/2024,4,31.0,70220
TRK-eT41952588,SH-sHt-800881,Woodard-Guzman Logistics,07/18/2025,07/21/2025,4,18.0,99754
TRK-Ju12725767,SH-Sel-946541,Woodard-Guzman Logistics,05/10/2025,05/10/2025,4,10.8,79413
TRK-hk97628944,SH-XNf-229606,Marshall Ltd Logistics,10/30/2024,10/29/2024,4,27.2,32083
TRK-Bp59067875,SH-ujS-821729,Jordan-Carter Logistics,10/08/2024,10/09/2024,4,49.8,66175
TRK-ry82392146,SH-ZQL-667823,Woodard-Guzman Logistics,06/07/2024,06/07/2024,4,16.1,73380
TRK-Yu42976006,SH-sRJ-567659,Kramer and Sons Logistics,01/28/2025,01/27/2025,4,16.0,05593
TRK-WL57829131,SH-LUC-787855,"Harris, Adams and Martin Logistics",01/30/2025,02/01/2025,4,2.8,29907
TRK-hF00913297,SH-THh-189724,Kramer and Sons Logistics,02/09/2026,02/08/2026,4,32.7,29605
TRK-HV63165409,SH-qCj-633787,Johnson-Griffin Logistics,03/01/2025,,5,35.7,61214
TRK-Tf23182357,SH-oAe-732681,Woodard-Guzman Logistics,09/07/2025,09/07/2025,4,10.4,44726
TRK-qK10697423,SH-Szi-936407,"Johnson, Davies and Cortez Logistics",07/30/2025,07/31/2025,4,42.8,80484
TRK-BB89235266,SH-OLu-282074,"Griffin, Brown and Lawrence Logistics",05/13/2024,05/18/2024,4,3.1,20926
TRK-AL56053678,SH-rvM-624132,"Harris, Adams and Martin Logistics",09/08/2025,,5,14.9,64114
TRK-eI36145875,SH-rkf-123141,Marshall Ltd Logistics,02/08/2026,02/07/2026,4,20.3,83371
TRK-wS43749191,SH-qot-825451,Johnson-Griffin Logistics,11/29/2025,11/29/2025,4,2.2,87462
TRK-Gk79039158,SH-RMX-250086,"Johnson, Davies and Cortez Logistics",09/21/2024,09/21/2024,4,18.5,84330
TRK-nZ71143151,SH-SXe-051034,Woodard-Guzman Logistics,06/21/2025,06/21/2025,4,31.9,16004
TRK-yY01405747,SH-Lsj-492834,Woodard-Guzman Logistics,01/03/2025,01/04/2025,4,33.0,16890
TRK-NZ92409551,SH-CEP-527060,"Harris, Adams and Martin Logistics",04/22/2025,04/21/2025,4,7.3,14831
TRK-cG03720323,SH-joz-149764,Jordan-Carter Logistics,09/23/2025,09/25/2025,4,8.7,80037
TRK-LU92368163,SH-llo-170324,Jordan-Carter Logistics,04/10/2026,04/09/2026,4,42.9,72406
TRK-cf62493239,SH-dcx-792117,"Johnson, Davies and Cortez Logistics",04/03/2026,04/04/2026,4,34.0,75858
TRK-dG88712564,SH-gkW-596090,"Johnson, Davies and Cortez Logistics",08/11/2024,,5,29.2,96844
TRK-Qi90802148,SH-sbk-172098,Woodard-Guzman Logistics,03/17/2025,03/17/2025,4,10.8,60963
TRK-Vm79757396,SH-khf-094315,"Johnson, Davies and Cortez Logistics",03/02/2025,03/02/2025,4,15.5,94868
TRK-UP79159594,SH-AUl-997178,Marshall Ltd Logistics,10/14/2025,10/13/2025,4,47.5,88599
TRK-Yx23619257,SH-JIz-615636,Johnson-Griffin Logistics,12/22/2024,12/27/2024,4,7.3,02280
TRK-zE14021501,SH-Kya-650456,"Harris, Adams and Martin Logistics",10/29/2024,10/28/2024,4,17.8,44680
TRK-gK77470198,SH-WOQ-628536,Jordan-Carter Logistics,10/17/2025,10/19/2025,4,18.5,28359
TRK-nD26647381,SH-EeZ-492818,Kramer and Sons Logistics,09/28/2025,09/27/2025,4,41.7,51764
TRK-Ho54910487,SH-hop-363543,Marshall Ltd Logistics,10/16/2025,10/21/2025,4,46.4,17476
TRK-tt92337702,SH-utE-127064,"Harris, Adams and Martin Logistics",03/10/2026,,6,9.4,09991
TRK-XV94860811,SH-LEM-839904,Kramer and Sons Logistics,01/19/2026,01/18/2026,4,42.0,33304
TRK-Tc48789029,SH-LMh-030337,Kramer and Sons Logistics,09/07/2025,09/07/2025,4,42.0,16745
TRK-gQ76983079,SH-zCd-850297,Woodard-Guzman Logistics,02/06/2025,02/06/2025,4,40.9,19357
TRK-Rf70411311,SH-SWu-440930,Marshall Ltd Logistics,10/28/2025,10/27/2025,4,49.8,67215
TRK-aF98161339,SH-Vjz-614069,Johnson-Griffin Logistics,03/22/2025,03/23/2025,4,1.8,48512
TRK-XO70491459,SH-rcJ-286357,Marshall Ltd Logistics,12/27/2024,,5,11.7,35570
TRK-XF86681973,SH-sep-517444,Marshall Ltd Logistics,04/15/2025,04/14/2025,4,39.7,57107
TRK-Wt74063701,SH-UpX-882582,Marshall Ltd Logistics,03/30/2026,03/30/2026,4,3.5,04547
TRK-Hv86807712,SH-pIX-526373,Johnson-Griffin Logistics,08/14/2025,08/15/2025,4,24.2,74879
TRK-wU11958469,SH-Kcs-177998,Johnson-Griffin Logistics,12/27/2025,12/26/2025,4,37.1,77259
TRK-mz79941142,SH-nga-381006,Kramer and Sons Logistics,12/19/2025,,3,30.7,31909
TRK-df30714618,SH-qaQ-950761,Johnson-Griffin Logistics,12/01/2024,12/03/2024,4,47.3,31870
TRK-Gz56454629,SH-Ypo-716907,Kramer and Sons Logistics,02/14/2025,02/17/2025,4,40.0,01169
TRK-Ke44291849,SH-Ngh-109200,Jordan-Carter Logistics,05/13/2025,05/13/2025,4,23.7,10831
TRK-gu08318539,SH-wbK-892168,"Harris, Adams and Martin Logistics",11/08/2024,11/09/2024,4,14.9,99192
TRK-lx85730139,SH-NHP-894793,"Harris, Adams and Martin Logistics",03/15/2026,03/16/2026,4,46.6,65330
TRK-qD61160681,SH-Oha-646906,Woodard-Guzman Logistics,09/23/2024,09/22/2024,4,1.9,89309
TRK-Gm42849685,SH-OTk-382238,Woodard-Guzman Logistics,05/01/2024,05/06/2024,4,38.0,52822
TRK-EN88932521,SH-iDS-537557,"Griffin, Brown and Lawrence Logistics",08/24/2024,08/25/2024,4,20.9,45271
TRK-Bw96936716,SH-OIC-925018,Johnson-Griffin Logistics,05/13/2024,05/13/2024,4,8.6,71303
TRK-xa11229322,SH-zFU-696577,Jordan-Carter Logistics,07/28/2024,07/28/2024,4,29.2,10845
